Sensor ID,Timestamp,temp_C,Pressure (kPa),vibration_mm_s,STATUS
SEN-018,01/05/2025 03:16:11,65.8,96.95,0.5669,ok
SEN-024,2025-01-06T02:59:43,71.36,96.89,0.431,ok
SEN-015,2025-01-05 13:15:33+00:00,57.5,103.04,0.5962,ok
SEN-011,2025-01-03 05:30:25,68.69,100.01,0.6772,ok
SEN-022,2025-01-02 05:28:34,70.82,95.28,0.4376,ok
SEN-013,01/03/2025 14:01:14,74.89,103.55,0.5505,ok
SEN-009,2025-01-10 04:44:36,63.84,96.3,0.474,ok
SEN-024,2025-01-05 03:28:39,73.34,97.85,0.4534,ok
SEN-023,01/01/2025 10:30:52,59.37,94.31,0.4583,ok
SEN-005,2025-01-05T15:44:47,72.04,103.0,0.6048,ok
SEN-017,2025-01-11 17:45:30,66.48,101.0,0.4756,ok
SEN-022,2025-01-03T18:43:38,70.44,95.19,0.4069,ok
SEN-001,2025-01-13 13:59:47,66.4,101.68,0.4831,ok
SEN-007,2025-01-03T23:59:00,64.01,105.09,0.6379,ok
SEN-012,01/10/2025 10:45:34,73.94,102.12,0.4759,Ok
SEN-021,2025-01-09 21:44:25,56.41,102.02,0.5338,ok
SEN-011,2025-01-01 06:44:19,68.47,98.95,0.4927,ok
SEN-007,2025-01-06 17:58:42,67.9,103.47,0.616,ok
SEN-014,2025-01-13 11:59:49,68.71,97.97,0.5087,ok
SEN-022,2025-01-02 15:58:49,71.57,96.83,0.3381,ok
SEN-010,2025-01-08 16:13:57,54.27,95.05,0.4887,ok
SEN-020,2025-01-07T07:46:18,66.34,105.32,0.5588,ok
SEN-009,2025-01-01 07:59:44,68.35,96.38,0.43,ok
SEN-006,2025-01-09T07:00:31,69.42,103.93,0.5146,ok
SEN-003,2025-01-10 16:59:49,68.89,97.6,0.5842,ok
SEN-012,2025-01-05T11:58:56,72.87,102.25,0.561,ok
SEN-004,2025-01-02 07:59:43,70.06,96.19,0.6604,ok
SEN-023,14-01-2025 06:28:51,55.7,95.88,0.4543,ok
SEN-025,2025-01-09T18:44:45,57.33,102.81,0.4728,ok
SEN-001,2025-01-13 20:16:20,62.63,102.87,0.4945,ok
SEN-017,2025-01-02 08:45:59,70.0,100.23,0.5244,ok
SEN-023,2025-01-13T00:30:27,55.41,95.97,0.5049,ok
SEN-022,2025-01-04 13:29:01,73.59,94.82,0.3825,ok
SEN-011,2025-01-10 21:44:35,67.57,98.51,0.5524,ok
SEN-011,2025-01-08T12:01:06,71.45,98.89,0.6003,warning
SEN-014,2025-01-14 11:01:19+00:00,70.61,98.08,0.5985,ok
SEN-002,03-01-2025 04:44:16,61.59,97.05,0.5173,ok
SEN-007,2025-01-03 16:58:40,69.41,103.48,0.5311,ok
SEN-001,01/06/2025 19:59:03,64.05,103.12,0.5709,ok
SEN-012,2025-01-01 06:00:01,73.87,103.42,0.4386,ok
SEN-015,2025-01-03T07:46:29,56.57,102.58,0.4804,ok
SEN-016,01/10/2025 04:44:30,67.85,101.2,0.551,ok
SEN-012,07-01-2025 14:31:23,74.2,103.96,0.4552,ok
SEN-007,06-01-2025 14:28:45,68.22,102.75,0.556,ok
SEN-012,2025-01-11 17:44:45,70.15,102.87,0.511,ok
SEN-019,2025-01-09 02:29:38,73.6,103.39,0.3996,ok
SEN-021,2025-01-11 21:43:47,53.7,101.76,0.527,ok
SEN-016,01/11/2025 15:29:04,69.62,101.87,0.4871,ok
SEN-013,2025-01-01 03:45:29,70.69,104.08,0.4586,ok
SEN-013,2025-01-01 04:44:28,72.26,102.49,0.6002,ok
SEN-019,2025-01-04 11:58:54+00:00,77.02,103.18,0.4272,ok
SEN-003,2025-01-05 05:44:27,68.29,97.78,0.532,ok
SEN-024,2025-01-09 05:15:00,72.71,97.45,0.4686,ok
SEN-008,2025-01-05 09:31:25,69.88,96.0,0.3893,ok
SEN-009,2025-01-07 05:46:02,64.62,96.21,0.4709,ok
SEN-006,2025-01-01 03:46:06,70.64,102.57,0.573,ok
SEN-017,2025-01-11 12:45:12,70.54,102.46,0.527,ok
SEN-003,2025-01-06 16:14:15,67.7,97.36,0.6139,ok
SEN-012,01/08/2025 01:16:18,69.4,102.24,0.428,ok
SEN-017,2025-01-12 04:00:41,67.22,101.18,0.5344,ok
SEN-022,2025-01-02 11:14:59,71.08,94.38,0.3698,ok
SEN-017,2025-01-07 17:15:23,69.38,101.56,0.4369,ok
SEN-016,2025-01-11 14:43:42,70.37,102.99,0.5678,ok
SEN-018,2025-01-06 16:01:08,67.88,95.64,0.611,ok
SEN-006,2025-01-09 22:30:02,68.3,104.09,0.539,ok
SEN-001,2025-01-09 19:30:37+00:00,64.52,102.98,0.486,ok
SEN-016,2025-01-05 17:13:36,70.27,101.74,0.6469,ok
SEN-009,2025-01-08 01:01:08,62.82,96.2,0.5376,ok
SEN-007,2025-01-05 17:30:37,66.09,103.07,0.5555,ok 
SEN-024,2025-01-06 18:45:48,72.95,96.5,0.5208,ok
SEN-013,2025-01-14 00:28:49,68.0,102.46,0.5852,ok
SEN-003,2025-01-05 09:16:15,70.5,97.58,0.5219,ok
SEN-018,2025-01-07 23:01:01,64.68,94.2,0.5619,ok
SEN-021,2025-01-05T18:14:19,58.0,-,0.5982,ok
SEN-013,2025-01-09 09:15:27,72.28,104.35,0.5446,ok
SEN-011,01/05/2025 14:46:30,69.36,98.86,0.5822,ok
SEN-004,2025-01-11 19:45:53,64.94,96.64,0.5961,ok
SEN-013,2025-01-07 11:15:02,75.96,102.82,0.5835,ok
SEN-003,2025-01-14 18:29:45,68.09,99.22,0.5767,ok
SEN-004,2025-01-09 21:30:30+00:00,66.56,96.91,0.5586,ok
SEN-025,2025-01-08 14:00:42,57.05,103.74,0.3458,ok
SEN-006,11-01-2025 14:30:14,70.61,104.18,0.5272,ok
SEN-021,2025-01-10 13:14:09,57.83,101.77,0.5344,ok
SEN-010,2025-01-04T00:59:37,50.35,95.48,0.4505,ok
SEN-006,2025-01-03 13:46:14,73.89,102.43,0.5806,ok
SEN-002,06-01-2025 09:15:17,62.83,97.38,0.5941,Ok
SEN-004,2025-01-14 07:15:11,66.49,95.78,0.5316,ok
SEN-017,2025-01-06 05:29:48,68.87,102.47,0.4745,ok
SEN-013,2025-01-01 18:44:30,70.1,102.41,0.5906,ok
SEN-005,01/02/2025 12:16:22,71.61,102.78,0.4956,ok
SEN-019,2025-01-14 11:30:36,76.29,104.76,0.4144,ok
SEN-023,2025-01-09 08:46:20,56.12,95.5,0.498,ok
SEN-022,2025-01-03 05:43:48,69.17,95.3,0.4148,ok
SEN-021,2025-01-03 03:00:47,55.03,102.08,0.5502,ok
SEN-014,2025-01-10 20:28:37,66.73,99.39,0.5505,ok
SEN-010,2025-01-04 13:30:12,57.17,94.88,0.5157,ok
SEN-018,2025-01-02 11:15:14,69.87,95.56,0.5114,ok
SEN-007,2025-01-05 05:15:03,67.89,102.61,0.639,ok
SEN-008,2025-01-09 04:16:23+00:00,67.83,95.8,0.4052,ok
SEN-008,2025-01-02 13:29:47,70.81,97.04,0.4476,ok
SEN-025,2025-01-04 07:13:37,57.08,101.91,0.3875,ok
SEN-005,2025-01-03 19:43:52+00:00,67.95,102.98,0.5183,ok
SEN-012,2025-01-08 13:00:47,72.71,101.86,0.5365,ok
SEN-015,2025-01-08 14:43:36,57.55,103.61,0.5157,ok
SEN-011,2025-01-04 00:15:23,67.48,100.5,0.7125,ok
SEN-019,2025-01-09 01:29:07,73.2,104.69,0.3986,ok
SEN-017,2025-01-01 11:29:47,70.0,100.87,0.488,ok
SEN-003,14-01-2025 03:43:50,65.46,95.93,0.5338,ok
SEN-006,12-01-2025 20:58:54,69.41,102.63,0.4765,ok
SEN-025,2025-01-02 10:14:04,57.76,100.9,0.3736,ok
SEN-008,2025-01-14 04:45:08,70.13,95.66,0.4402,ok
SEN-018,2025-01-12 19:15:09,65.75,96.74,0.6051,ok
SEN-025,2025-01-11 02:31:13,53.15,104.61,0.4428,ok
SEN-004,2025-01-01T22:28:30,63.82,96.73,0.6323,ok
SEN-023,2025-01-03 16:30:53,57.54,96.72,0.4567,ok
SEN-018,2025-01-10 00:46:27+00:00,66.44,95.12,0.5069,ok
SEN-016,2025-01-01 12:31:25+00:00,72.71,103.62,0.5971,ok
SEN-007,11-01-2025 00:14:54,63.43,103.34,0.5664,ok
SEN-006,08-01-2025 15:30:39,70.69,104.43,0.4932,ok
SEN-010,2025-01-10T14:13:42,56.55,93.72,0.4985,ok
SEN-010,02-01-2025 17:46:03,52.96,94.88,0.4201,ok
SEN-023,2025-01-09 01:45:59,55.77,95.22,0.4488,ok
SEN-008,2025-01-08 04:01:05,70.16,96.79,0.4476,ok
SEN-004,2025-01-06 02:14:31,66.93,97.06,0.6,ok
SEN-024,2025-01-08 16:44:05,72.4,98.35,0.4289,ok
SEN-013,2025-01-05 20:28:39,71.59,101.28,0.5978,ok
SEN-017,2025-01-09 17:28:51,66.74,100.63,0.4631,ok
SEN-010,2025-01-09 00:59:57,53.21,96.31,0.5469,ok
SEN-018,2025-01-03 05:44:51,67.89,95.35,0.5217,ok
SEN-004,2025-01-08 07:45:00,68.78,96.76,0.5639,ok
SEN-024,2025-01-12 13:44:50,73.94,97.61,0.4013,ok
SEN-013,2025-01-10 21:59:00,67.74,101.79,0.5212,ok
SEN-010,2025-01-14 01:29:22,51.22,95.19,0.4615,ok
SEN-002,01/13/2025 04:30:27,61.66,95.88,0.434,ok
SEN-014,2025-01-14T02:01:14,65.09,98.82,0.605,ok
SEN-004,12-01-2025 18:13:40,66.21,96.37,0.5194,ok
SEN-011,2025-01-09 21:01:14,68.16,97.9,0.5793,ok
SEN-012,2025-01-11T00:44:25,68.26,102.73,0.5017,ok
SEN-005,2025-01-04 00:44:52,67.7,103.45,0.6526,ok
SEN-006,01/03/2025 20:30:48,68.52,-,0.4873,ok
SEN-010,2025-01-14 21:45:09,51.02,96.01,0.4554,ok
SEN-013,2025-01-04 00:30:51,68.33,101.51,0.5535,ok
SEN-021,2025-01-08T21:15:01,55.35,101.28,0.5136,ok
SEN-018,2025-01-10T08:45:34,67.0,95.05,0.6211,ok
SEN-022,2025-01-02 13:14:33,71.5,94.82,0.4181,ok
SEN-008,2025-01-11 15:59:18,69.25,96.38,0.4844,ok
SEN-013,2025-01-09T15:28:58,73.7,102.82,0.5917,error
SEN-008,2025-01-08 02:59:49,70.08,98.13,0.4406,ok
SEN-007,2025-01-13 02:00:17,65.83,103.71,0.5698,ok
SEN-014,2025-01-12 22:00:01,66.44,98.37,0.6201,ok
SEN-015,2025-01-14 02:28:47,54.75,102.77,0.5528,ok
SEN-007,2025-01-11 17:00:56,66.61,102.87,0.54,ok
SEN-020,01/09/2025 21:59:00,65.41,104.61,0.4194,ok
SEN-013,2025-01-03T11:58:30,75.29,102.15,0.5244,ok
SEN-011,2025-01-06 03:31:17,68.85,98.2,0.5978,ok
SEN-009,2025-01-14 14:29:34,68.06,97.21,0.4845,ok
SEN-009,2025-01-07T13:00:49,69.79,97.13,0.5114,ok
SEN-025,2025-01-04 10:00:04,59.58,100.72,0.4254,ok
SEN-010,2025-01-08 17:45:04,52.12,94.87,0.4233,ok
SEN-007,2025-01-06 02:00:23,66.0,102.46,0.6191,ok
SEN-017,2025-01-02 09:13:54,69.34,102.17,0.5921,ok
SEN-002,2025-01-04 23:15:13,59.71,97.47,0.5371,ok
SEN-008,2025-01-14T02:01:14,67.38,96.17,0.4556,ok
SEN-009,2025-01-05 23:00:54,65.87,96.68,0.4297,ok
SEN-020,01/02/2025 13:14:25,66.65,104.01,0.4386,ok
SEN-020,2025-01-06T06:00:32,64.99,104.0,0.4973,ok
SEN-020,2025-01-08 11:00:36+00:00,68.26,104.28,0.4527,ok
SEN-025,2025-01-06 23:45:50,54.16,102.42,0.5139,ok
SEN-009,2025-01-02 07:45:53,67.17,96.28,0.5141,ok
SEN-013,2025-01-04 10:16:09,75.56,103.55,0.6171,ok
SEN-010,2025-01-02T09:13:38,55.79,96.75,0.3348,ok
SEN-020,2025-01-07 08:16:03+00:00,66.4,103.22,0.4155,ok
SEN-017,11-01-2025 16:58:54,68.3,100.62,0.5717,ok
SEN-015,06-01-2025 19:59:00,56.87,103.46,0.5669,ok
SEN-022,2025-01-02 08:29:48,71.96,95.56,0.4792,ok
SEN-007,2025-01-06T02:14:48,65.98,103.1,0.5962,ok
SEN-011,2025-01-09T01:30:18,67.06,99.2,0.5691,ok
SEN-023,12-01-2025 09:30:37,58.39,96.32,0.4128,ok
SEN-023,07-01-2025 15:44:27,57.89,93.95,0.3475,ok
SEN-001,2025-01-07 13:28:31,67.16,101.98,0.5107,ok
SEN-010,2025-01-07 09:30:30,55.45,97.23,0.3949,ok
SEN-020,2025-01-04 03:30:13,62.63,105.78,0.4431,ok
SEN-025,2025-01-13 01:46:15,55.92,101.87,0.4109,ok
SEN-016,2025-01-13 07:14:34,69.15,100.29,0.5585,ok
SEN-008,2025-01-02 06:46:24+00:00,68.29,96.39,0.4063,ok
SEN-018,2025-01-03 12:01:05,68.21,95.51,0.5108,ok
SEN-004,2025-01-08 08:44:02,69.67,96.86,0.4655,ok
SEN-008,2025-01-01 06:59:46,71.27,96.98,0.4589,ok
SEN-015,07-01-2025 07:29:38,56.71,103.2,0.6071,ok
SEN-020,2025-01-13T05:00:17,64.01,104.68,0.3962,ok
SEN-016,11-01-2025 12:14:02,71.98,102.75,0.5717,ok
SEN-003,2025-01-07T12:14:11,69.72,96.62,0.5913,ok
SEN-019,01/14/2025 09:44:08,76.31,103.87,0.412,ok
SEN-016,2025-01-07 05:45:11,68.59,101.31,0.5526,ok
SEN-005,2025-01-11T19:45:27,70.43,102.78,0.5691,ok
SEN-022,2025-01-01 01:44:30,68.05,95.57,0.3316,ok
SEN-006,2025-01-09 23:00:34,67.4,102.76,0.4511,ok
SEN-022,2025-01-09 17:46:13,72.45,96.36,0.3943,ok
SEN-022,2025-01-05 04:01:00,71.41,96.4,0.4098,ok
SEN-003,2025-01-13 22:31:09,66.57,97.39,0.5668,ok
SEN-001,02-01-2025 17:59:43,64.2,103.78,0.5817,ok
SEN-012,2025-01-09 17:30:02,73.23,103.87,0.4971,error
SEN-023,2025-01-07 11:58:34,58.59,97.04,0.3833,ok
SEN-003,2025-01-14 05:45:54+00:00,66.58,97.77,0.572,ok
SEN-022,2025-01-03 23:00:59,67.43,96.8,0.3666,ok
SEN-023,2025-01-04 05:44:26,54.83,94.58,0.4412,ok
SEN-023,2025-01-07T09:16:07,57.53,95.12,0.2567,ok
SEN-001,10-01-2025 18:59:40,63.79,101.15,0.4929,ok
SEN-020,01/04/2025 07:29:51,66.58,103.39,0.4008, ok
SEN-015,11-01-2025 11:14:44,61.51,102.44,0.6074,ok
SEN-017,2025-01-07 07:29:11,66.36,101.6,0.4269,ok
SEN-012,2025-01-13 13:44:38,74.42,103.29,0.4738,ok
SEN-002,2025-01-12 05:45:31,64.31,97.53,0.4924,ok
SEN-006,2025-01-08 08:31:30,71.51,104.14,0.498,ok
SEN-008,2025-01-06 05:44:15,68.14,97.4,0.4043,ok
SEN-015,08-01-2025 18:30:19,56.0,102.64,0.5817,ok
SEN-017,2025-01-13 07:14:55,67.68,100.28,0.5339,ok
SEN-014,01/09/2025 00:30:16,64.47,99.65,0.6147,ok
SEN-009,2025-01-08 11:46:11,67.94,95.78,0.4451,ok
SEN-014,2025-01-07 03:13:51+00:00,65.36,99.18,0.5785,ok
SEN-014,2025-01-14 12:45:58,70.71,98.57,0.5678, ok
SEN-003,13-01-2025 16:14:33,68.46,96.92,0.5438,ok
SEN-023,01/08/2025 03:30:11,54.48,96.6,0.3429,ok 
SEN-004,2025-01-10 18:58:45,68.59,98.18,0.5133,ok
SEN-004,2025-01-09 19:44:58,66.5,96.41,0.5818,ok
SEN-016,2025-01-10 23:45:21,66.84,102.37,0.5754,ok
SEN-005,01-01-2025 07:45:35,72.08,102.88,0.5861,ok
SEN-021,01/01/2025 04:59:32,57.06,101.89,0.5823,ok
SEN-001,2025-01-06T08:15:48,63.06,103.06,0.5378,ok
SEN-023,2025-01-09 04:29:25,56.19,96.14,0.4634,ok
SEN-017,01/07/2025 21:46:01,65.45,101.34,0.4959,ok
SEN-020,2025-01-02 19:43:59,65.84,103.63,0.4916,ok
SEN-007,06-01-2025 08:45:26,65.99,103.91,0.4842,ok
SEN-001,2025-01-12 15:59:33,62.98,102.15,0.5765,ok
SEN-009,2025-01-01T21:16:29,63.38,96.77,0.4351,ok
SEN-001,2025-01-14 23:45:10,61.15,102.14,0.5574,ok
SEN-004,2025-01-03 19:43:54+00:00,68.23,97.68,0.5759,ok
SEN-012,2025-01-14 18:45:23,68.87,102.69,0.5033,ok
SEN-009,2025-01-06 23:46:16,63.14,94.67,0.5412,ok
SEN-002,2025-01-13 11:13:58,65.08,97.08,0.4721,ok
SEN-024,2025-01-09 14:14:59,73.85,96.93,0.4418,ok
SEN-012,2025-01-10 00:59:38,68.99,103.34,0.465,ok
SEN-018,2025-01-12 13:28:32,68.75,94.44,0.5697,ok
SEN-015,2025-01-02 08:29:01,58.58,102.31,0.5968,ok
SEN-003,2025-01-05 03:00:21,65.59,97.6,0.5843,ok
SEN-003,2025-01-06 08:14:03,68.47,97.76,0.6125,ok
SEN-008,2025-01-11 14:46:21+00:00,69.1,98.42,0.4174,ok
SEN-007,01/04/2025 02:43:57,64.08,102.29,0.5186,ok
SEN-010,2025-01-12T17:46:07,53.24,95.21,0.4843,ok
SEN-009,2025-01-06T16:46:22,67.45,97.84,0.5406,ok
SEN-003,2025-01-03 14:16:02,68.74,98.19,0.6097,ok
SEN-010,2025-01-12 08:28:38,55.77,96.54,0.395,ok
SEN-004,2025-01-12 11:00:15,69.54,97.47,0.5455,ok
SEN-001,01/06/2025 20:59:01,63.53,101.59,0.5892,ok
SEN-016,2025-01-07 19:28:45,68.02,102.72,0.6123,ok
SEN-001,05-01-2025 14:44:58,64.34,100.98,0.5228,ok
SEN-004,2025-01-11 04:31:21,65.33,96.31,0.6144,ok
SEN-011,2025-01-04 11:59:14,71.79,98.94,0.6271,ok
SEN-012,2025-01-06 08:59:00,71.34,101.58,0.5166,ok
SEN-022,2025-01-06 07:59:59,70.5,94.68,0.4515,ok
SEN-012,2025-01-12 03:28:46,71.89,103.32,0.5315,ok
SEN-024,01/02/2025 21:15:37,73.01,97.08,0.3282,ok
SEN-021,01/14/2025 06:44:08,56.9,101.35,0.5392,ok
SEN-012,2025-01-07 04:29:17,69.64,102.9,0.4404,ok
SEN-025,2025-01-07 06:58:46+00:00,55.18,102.61,0.3848,ok
SEN-020,2025-01-02 19:29:36,65.86,105.19,0.4204,ok
SEN-007,01/02/2025 15:00:45,67.42,102.1,0.6252,ok
SEN-010,01-01-2025 03:29:04,51.9,95.57,0.4438,ok
SEN-017,2025-01-03 22:43:33,66.42,102.06,0.599,ok
SEN-008,01/03/2025 16:29:38,70.23,97.41,0.3822,ok
SEN-024,2025-01-10 19:44:50,70.4,97.45,0.3199,ok
SEN-008,2025-01-12 20:30:37,69.84,97.99,0.5557,ok
SEN-009,2025-01-14 05:15:35,64.62,96.53,0.5303,ok
SEN-018,01/02/2025 20:44:51,66.41,95.47,0.5632,ok
SEN-019,2025-01-08 12:59:48,74.28,104.04,0.3973,ok
SEN-024,01/11/2025 13:00:03,75.31,98.18,0.3697,ok
SEN-014,05-01-2025 00:00:14,63.46,97.73,0.5253,ok
SEN-008,2025-01-06T13:44:28,72.9,97.48,0.3651,ok
SEN-020,14-01-2025 16:28:42,65.45,104.05,0.3665,ok
SEN-024,2025-01-13 11:14:54,74.84,97.8,0.3707,ok
SEN-012,2025-01-01 02:45:58,70.45,102.4,0.5146,ok
SEN-018,2025-01-10T21:46:24,66.77,94.45,0.5742,ok
SEN-003,12-01-2025 06:45:56,69.69,97.89,0.6514,ok
SEN-001,2025-01-13 19:45:33,63.39,101.91,0.606,ok
SEN-002,08-01-2025 10:44:31,65.55,97.81,0.3726,ok
SEN-020,04-01-2025 17:43:37,64.69,104.78,0.4308,ok
SEN-011,2025-01-03 19:00:57,69.86,99.14,0.6661,ok
SEN-023,2025-01-01T22:45:22,53.58,96.31,0.3151,ok
SEN-016,2025-01-09 14:45:06,71.87,101.57,0.5092,ok
SEN-019,2025-01-12 12:16:03,73.89,105.74,0.3156,ok
SEN-019,01/01/2025 05:00:10,73.6,104.49,0.4175,ok
SEN-018,2025-01-09 18:45:06,66.16,95.91,0.6079, ok
SEN-016,2025-01-11 13:14:38,71.45,101.65,0.5556,ok
SEN-025,2025-01-07 11:58:44,59.56,102.55,0.5274,ok
SEN-010,2025-01-14 11:44:58,57.36,95.85,0.4836,ok
SEN-004,2025-01-10 05:00:39,66.79,96.64,0.6004,ok
SEN-017,2025-01-08 09:58:56,69.96,100.13,0.4518,ok
SEN-002,01/08/2025 10:01:17,65.54,97.8,0.5398,ok
SEN-015,10-01-2025 19:43:42,57.15,102.63,0.539,ok
SEN-025,2025-01-13T07:30:31,55.04,102.35,0.5067,ok
SEN-009,2025-01-01 02:14:24,63.04,96.72,0.4903,ok
SEN-021,2025-01-10 02:29:03,54.99,103.44,0.5437,ok
SEN-022,2025-01-09T03:43:45,70.06,96.28,0.337,ok
SEN-024,2025-01-03 14:44:36,75.66,97.42,0.4748,ok
SEN-017,2025-01-05T13:44:46,68.89,101.53,0.4878,ok
SEN-019,2025-01-03 15:29:05,76.22,102.96,0.4156,ok
SEN-008,2025-01-10 00:45:41,66.66,97.68,0.4501,warning
SEN-005,2025-01-14 06:14:12,72.27,105.62,0.5067,ok
SEN-013,2025-01-03 22:46:06,69.63,103.48,0.6059,ok
SEN-001,2025-01-01 16:15:19,63.72,101.98,0.6008,ok
SEN-012,01/10/2025 12:45:36,74.97,102.91,0.5244,ok
SEN-019,2025-01-02 11:14:21,73.88,104.23,0.4441,ok
SEN-011,2025-01-06T11:00:51,69.58,98.96,0.5706,ok
SEN-016,01/09/2025 23:30:20,68.63,103.29,0.489,ok
SEN-010,2025-01-13 12:44:52,55.61,94.63,0.4066,ok
SEN-019,2025-01-07 23:44:12,70.94,104.16,0.391,ok
SEN-017,2025-01-03 20:58:43,67.82,100.99,0.5218,ok
SEN-024,2025-01-11 00:45:38,70.01,99.11,0.4362,ok
SEN-001,2025-01-06 23:58:32,61.65,103.07,0.4762,ok
SEN-003,2025-01-04 09:59:01,69.18,97.22,0.5143,ok
SEN-011,2025-01-12 06:43:57,70.64,99.11,0.4828,ok
SEN-022,2025-01-12 08:45:00,72.07,95.39,0.3402,ok
SEN-013,2025-01-02T16:00:55,73.07,103.15,0.5215,ok
SEN-020,2025-01-12 04:15:20,66.39,104.74,0.4523,ok
SEN-022,01/13/2025 00:01:02,70.03,95.02,0.4358,ok
SEN-019,2025-01-12 16:00:24+00:00,74.48,104.27,0.3611,ok
SEN-010,01/04/2025 11:46:29,57.7,95.27,0.4003,ok
SEN-010,2025-01-06 21:00:29+00:00,53.87,96.21,0.5109,ok
SEN-024,2025-01-07 07:15:23,72.34,97.76,0.4163,ok
SEN-020,2025-01-01 03:00:18,63.03,103.61,0.3581,warning
SEN-013,01/02/2025 19:16:25,72.91,104.03,0.5121,ok
SEN-006,2025-01-09 05:30:43,68.59,102.44,0.5277,warning
SEN-004,2025-01-11 19:59:10,64.86,97.0,0.5755,ok
SEN-023,2025-01-03 05:29:46,55.12,95.31,0.3938,ok
SEN-018,2025-01-07 15:00:12,70.01,95.53,0.5531,ok
SEN-018,2025-01-05 09:14:32,70.02,94.58,0.5441,ok
SEN-015,2025-01-08 07:45:02,59.71,103.01,0.5988,ok
SEN-018,2025-01-03T22:59:33,65.63,94.5,0.6404,ok
SEN-015,2025-01-05 07:00:29,59.45,101.13,0.5595,ok
SEN-012,01/14/2025 20:45:42,68.18,102.4,0.5034,ok
SEN-023,01/04/2025 03:44:54,53.42,95.03,0.4428,ok
SEN-016,2025-01-04 12:28:54,73.42,102.67,0.4632,ok
SEN-024,2025-01-04T01:01:18,69.02,98.1,0.414,ok
SEN-016,2025-01-11 23:29:32+00:00,68.68,101.65,0.6128,ok
SEN-009,2025-01-01 09:44:00+00:00,69.83,95.82,0.503,ok
SEN-001,2025-01-14 03:58:32,61.69,102.52,0.5134,ok
SEN-013,2025-01-10 08:45:07,73.15,102.17,0.5634,ok
SEN-006,01/13/2025 21:46:10,67.19,103.67,0.5103,ok
SEN-018,2025-01-10T18:46:19,68.31,94.12,0.6286,ok
SEN-002,2025-01-03 03:59:22+00:00,61.53,97.42,0.4688,ok
SEN-011,2025-01-05 05:14:46,68.11,99.32,0.5709,ok
SEN-016,2025-01-09 18:43:46,70.8,101.79,0.5414,ok
SEN-018,2025-01-08 03:16:29,64.35,94.8,0.5915,ok
SEN-024,2025-01-05T19:29:10,72.19,97.56,0.3943,ok
SEN-004,2025-01-06 14:46:28,67.14,97.0,0.5143,ok
SEN-002,2025-01-09 02:00:29,62.94,97.94,0.5431,ok
SEN-022,2025-01-08 21:30:15,70.05,95.15,0.4196,ok
SEN-013,01/01/2025 02:14:07,69.79,102.16,0.5656,ok
SEN-009,2025-01-12 10:15:06,66.34,95.49,0.4557,ok 
SEN-017,2025-01-02 20:59:38+00:00,66.16,102.66,0.4676,ok
SEN-006,01/07/2025 19:58:30,67.94,103.87,0.5168,ok
SEN-014,2025-01-12 10:30:31,69.53,96.78,0.6874,ok
SEN-014,2025-01-05 02:29:27,64.22,100.78,0.503,ok
SEN-018,2025-01-05T11:14:31,70.13,94.76,0.581,ok
SEN-005,2025-01-13T07:14:02,69.81,102.84,0.513,ok
SEN-023,01/12/2025 08:14:00,57.22,95.17,0.4326,ok
SEN-022,2025-01-11T03:01:04,69.21,97.14,0.4261,ok
SEN-017,2025-01-04 17:29:44,67.72,100.32,0.5977,ok
SEN-004,01/02/2025 08:44:44,69.24,97.67,0.6578,ok
SEN-004,2025-01-10T05:29:57,66.21,97.16,0.5776,ok
SEN-022,01/04/2025 06:15:32,71.61,97.11,0.4214,ok
SEN-002,2025-01-10 09:01:03,64.02,94.8,0.5073,ok
SEN-005,2025-01-05 01:30:44,69.8,102.62,0.556,ok
SEN-004,2025-01-13 06:46:14,66.58,98.15,0.538,ok
SEN-011,2025-01-13T15:16:02,70.43,99.96,0.4762,ok
SEN-015,2025-01-01 20:00:31,54.78,102.32,0.5449,ok
SEN-020,2025-01-02 07:29:30,66.92,104.92,0.5308,ok
SEN-016,2025-01-12 23:45:38+00:00,68.99,103.29,0.5603,ok
SEN-008,2025-01-04 00:29:58,66.96,97.33,0.4338,ok
SEN-017,2025-01-09 23:44:48,65.79,102.03,0.5337,ok
SEN-018,10-01-2025 02:13:48,66.89,96.47,0.6149,ok
SEN-004,2025-01-11T09:15:53,69.46,96.67,0.6023,ok
SEN-025,10-01-2025 20:46:00,55.17,104.76,0.4531,ok
SEN-015,2025-01-10 20:59:49,55.88,103.42,0.5563,ok
SEN-002,2025-01-01 13:16:04,64.93,96.63,0.5142,ok
SEN-023,2025-01-07 07:43:38,55.17,97.09,0.4328,ok
SEN-023,2025-01-13 11:13:35,56.71,95.93,0.4402,ok
SEN-006,2025-01-07 21:30:45,68.17,103.36,0.5976,ok
SEN-006,2025-01-01 13:15:11,70.93,104.67,0.5907,ok
SEN-017,03-01-2025 16:45:41,68.6,100.88,0.4608,ok
SEN-003,2025-01-13 09:59:29,67.67,97.48,0.6049,ok
SEN-012,2025-01-12 01:15:19,70.26,-,0.491,ok
SEN-021,2025-01-14T04:44:56,54.02,101.4,0.5346,ok
SEN-011,2025-01-10T02:28:47,68.13,99.48,0.5981,ok
SEN-007,2025-01-07T17:30:48,67.3,105.14,0.6004,ok
SEN-020,2025-01-08 21:13:52,63.72,104.61,0.4384,ok
SEN-004,01/08/2025 15:58:39,68.62,98.27,0.5946,ok
